韦州 wei'zhou
还发啦 huan'fa'la
静幽园 jing'you'yuan
二道堡 er'dao'bao
铜火锅 tong'huo'guo
南冥子 na'ming'zi
等势线 deng'shi'xian
鸾带绕 luan'dai'rao
该被死 gai'pi'si
兴越路 xing'yue'lu
快溜的 kuai'liu'de
盘牙手 pan'ya'shou
会源桥 hui'yuan'qiao
你冒说 ni'mao'yue
丹竹坑 dan'zhu'keng
弗米特 fu'mi'te
大陈井 da'chen'jing
喷射头 pen'she'tou
进料板 jin'liao'ban
试与伴 shi'yu'ban
园游会 yuan'you'hui
构造体 gou'zao'ben
见了么 jian'le'yao
鸡口园 ji'kou'yuan
布御轩 bu'yu'xuan
我带问 wo'dai'wen
打算周 da'suan'zhou
柱子石 zhu'zi'shi
昆明那 kun'ming'nei
小和锦 xiao'he'jin
娃是个 wa'shi'ge
大食坊 da'shi'fang
草海桐 cao'hai'tong
小齐观 xiao'qi'guan
美丽会 mei'li'hui
庙门上 miao'men'shang
大陈宅 da'chen'zhai
遍行惑 bian'heng'huo
君莫拍 jun'mu'pai
地胡椒 di'hu'jiao
团堡山 tuan'bu'shan
加瑞克 jia'rui'ke
不费血 bu'fei'xie
走合车 zou'he'che
下架山 xia'jia'shan
普格特 pu'ge'te
丹丹娃 dan'dan'wa
天池北 tian'chi'bei
天干果 tian'gan'guo
嗯是哦 en'shi'ou
比合肥 bi'he'fei
美博城 mei'bo'cheng
新东风 xin'dong'feng
两重单 liang'chong'chan
旋前征 xuan'qian'zheng
倒排表 dao'pai'biao
卖蟹记 mai'xie'ji
五女峰 wu'ru'feng
其十五 qi'shi'wu
济众康 ji'zhong'kang
比丁丁 bi'ding'ding
主皮圈 zhu'pi'quan
银山道 yin'shan'dao
阿卡那 a'ka'na
生好不 sheng'hao'bu
滨港路 bin'gang'lu
西可奇 xi'ke'ji
旺湾里 wang'wan'li
尾记录 yi'ji'lu
奔马图 ben'ma'tu
芒顿巴 mang'dun'ba
阿嘎落 e'ga'la
鹅堡山 e'pu'shan
吃奶跌 chi'nai'die
回家转 hui'jia'zhuan
八斗溪 ba'dou'xi
长福寺 chang'fu'si
屁胡子 pi'hu'zi
打老你 da'lao'ni
森泰斯 sen'tai'si
长盛店 chang'cheng'dian
开乾剑 kai'qian'jian
因贾兹 yin'jia'zi
普洞口 pu'dong'kou
浮尘凌 fu'chen'ling
横龙街 heng'long'jie
中马山 zhong'ma'shan
没克了 mei'ke'liao
结合段 jie'he'duan
夸中外 kua'zhong'wai
无影虫 wu'ying'chong
小海地 xiao'hai'de
超盛行 chao'sheng'xing
庙下湾 miao'xia'wan
土菌消 tu'jun'xiao
神闭汤 shen'bi'shang
六万元 liu'wan'yuan
还累了 hai'lei'liao
无双刀 wu'shuang'dao
我也蛮 wo'ye'man
前川路 qian'chuan'lu
占了卜 zhan'le'bu
降压定 jiang'ya'ding
大尖峰 tai'jian'feng
说吧么 shuo'ba'yao
鹅看岭 e'kan'ling
铅焊药 qian'han'yao
耳不烦 er'bu'fan
狠毒记 hen'du'ji
日水合 ri'shui'he
下内田 xia'nei'tian
五惠路 wu'hui'lu
多孔辊 duo'kong'gun
板桂东 ban'gui'dong
记录带 ji'lu'dai
长图治 chang'tu'zhi
密闭水 mi'bi'shui
你成天 ni'cheng'tian
八辈岭 ba'bei'ling
写真集 xie'zhen'ji
逢侠者 feng'xia'zhe
滚远远 gun'yuan'yuan
了序号 liao'xu'hao
永嘉了 yong'jia'le
赛文命 sai'wen'ming
铺锦地 pu'jin'di
美术史 mei'shu'shi
筹输一 chou'shu'yi
溪西山 xi'xi'shan
木塔斯 mu'ta'si
恩上亭 en'shang'ting
盈泰路 ying'tai'lu
青梅酒 qing'mei'jiu
更相思 geng'xiang'si
厦门家 xia'men'jia
新旺顺 xin'wang'shun
仙子下 xian'zi'xia
提欣拿 ti'xin'na
好宜康 hao'yi'kang
昆明事 kun'ming'shi
大直径 tai'zhi'jing
下盘现 xia'pan'xian
操油说 cao'you'shuo
早对中 zao'dui'zhong
我找您 wo'zhao'nin
大院地 da'yuan'di
就没对 jiu'mei'dui
你哈能 ni'ha'neng
坎坎上 kan'kan'shang
可可鸭 ke'ke'ya
重山岭 chong'shan'ling
下达便 xia'da'bian
玉罗刹 yu'luo'cha
么样好 me'yang'hao
土桂皮 tu'gui'pi
三宝地 san'bao'di
仿佛似 fang'fu'shi
喂食器 wei'shi'qi
嘎嘎得 ga'ga'dei
大晚上 da'wan'shang
的布局 di'bu'ju
精木弩 jing'mu'nu
就跟您 jiu'gen'nin
纸漏斗 zhi'lou'dou
以后喃 yi'hou'nan
杰雷豆 jie'lei'dou
来柳河 lai'liu'he
二龙湖 er'long'hu
裂阳斧 lie'yang'fu
大山雀 da'shan'qiao
雅加奴 ya'jia'nu
似洛社 si'luo'she
导标旗 dao'biao'qi
腰候山 yao'hou'shan
系甘啦 xi'gan'la
是丰润 shi'feng'run
生铁粒 sheng'tie'li
倒仓法 dao'cang'fa
日本用 ri'ben'yong
无尘室 wu'chen'shi
某化工 mou'hua'gong
可企鹅 ke'qi'e
近勇里 jin'yong'li
搜邪坠 sou'yu'zhui
未包括 wei'bao'kuo
大天元 da'tian'yuan
小儿口 xiao'er'kou
的佣人 de'yong'ren
骑着早 qi'zhe'zao
了万事 le'wan'shi
百脚蛇 bai'jiao'yi
雪糕杯 xue'gao'bei
孺子牛 ru'zi'niu
赚到的 zhuan'dao'di
环状甲 huan'zhuang'jia
长龙坳 chang'long'ao
桐果山 tong'guo'shan
内岭背 nei'ling'bei
实在坏 shi'zai'huai
定边县 ding'bian'xian
阿壳西 a'ke'xi
以前从 yi'qian'cong
贵阳北 gui'yang'bei
记着没 ji'zhe'mei
蛇纹丸 she'wen'wan
特有属 te'you'shu
奏天子 zou'tian'zi
心火劫 xin'huo'jie
小蓝羊 xiao'lan'yang
盈福寺 ying'fu'si
主校了 zhu'xiao'le
地朝阳 de'zhao'yang
跑上房 pao'shang'fang
天亦老 tian'yi'lao
磁器口 ci'qi'kou
陵西站 ling'xi'zhan
萝卜湖 luo'bo'hu
老向的 lao'xiang'de
地六汤 de'liu'tang
五圣佛 wu'sheng'bi
落烟谷 luo'yan'yu
镇魂谷 zhen'hun'yu
葵花吟 kui'hua'yin
浩鸿园 hao'hong'yuan
菊花井 ju'hua'jing
基鲁提 ji'lu'di
氟化法 fu'hua'fa
魔道了 mo'dao'le
五川路 wu'chuan'lu
晓哩俩 xiao'li'liang
足春怜 zu'chun'lian
电源板 dian'yuan'ban
保持式 bao'chi'shi
达期搜 da'qi'sou
恩阳区 en'yang'ou
转转会 zhuan'zhuan'hui
兴时年 xing'shi'nian
流浪者 liu'lang'zhe
月望沙 yue'wang'sha
光泽度 guang'ze'du
愿乐事 yuan'le'shi
卡塞蒂 ka'se'di
不久便 bu'jiu'pian
一打印 yi'da'yin
肠贴宁 chang'tie'ning
真石破 zhen'shi'po
卡亲卡 qia'qin'ka
的耳环 de'er'huan
狐克露 hu'ke'lu
秧田坑 yang'tian'keng
显象管 xian'xiang'guan
泰和湾 tai'he'wan
瓷窑坝 ci'yao'ba
聚齐网 ju'qi'wang
行两步 xing'liang'bu
肾蕨属 shen'jue'shu
工字佩 gong'zi'pei
级年级 ji'nian'ji
考研了 kao'yan'le
评定法 ping'ding'fa
推上坡 tui'shang'po
辣鼻虫 la'bi'chong
天威行 tian'wei'xing
沿溪线 yan'xi'xian
鬼缠魂 gui'chan'hun
板梨树 ban'li'shu
及照明 ji'zhao'ming
料不啼 liao'bu'ti
虬溪泉 qiu'xi'quan
上循分 shang'xun'fen
西流沙 xi'liu'sha
鹅胆膏 e'dan'gao
呢是我 ni'shi'wo
小石怪 xiao'shi'guai
小鞋子 xiao'xie'zi
绿豆蛙 lv'dou'wa
我汕头 wo'shan'tou
斗牛士 dou'niu'shi
鄙女也 bi'ru'ye
毒漆树 du'qi'shu
隐逸居 yin'yi'ju
二进制 er'jin'zhi
磨刀冲 mo'dao'chong
兰文甫 lan'wen'fu
合野都 ge'ye'dou
五淋汤 wu'lin'shang
老火腿 lao'huo'tui
中华魂 zhong'hua'hun
是原来 shi'yuan'lai
二次渣 er'ci'zha
七家坟 qi'jia'fen
音扰针 yin'rao'zhen
瑞海街 rui'hai'jie
屋基荡 wu'ji'dang
雄巴拉 xiong'ba'la
耐燃烧 nai'ran'shao
百味坊 bai'wei'fang
黑星石 hei'xing'shi
大衍义 da'yan'yi
上高屋 shang'gao'wu
日本也 ri'ben'ye
南堰桥 nan'yan'qiao
没够钱 mei'gou'qian
来阳逻 lai'yang'luo
破毒散 po'du'san
幽灵虫 you'ling'chong
摩崖拓 mo'ya'zhi
铺路石 pu'lu'shi
啥闺女 sha'gui'nv
不从在 bu'cong'zai
根本没 gen'ben'mo
猪呼呼 zhu'hu'hu
下寨坡 xia'zhai'po
圈布带 quan'bu'dai
上来着 shang'lai'zhao
朝地湾 zhao'di'wan
小尹姐 xiao'yin'jie
遥控站 yao'kong'zhan
伤死了 shang'si'le
奥维先 ao'wei'xian
叉车卸 cha'che'xie
便梭黑 bian'suo'hei
对面满 dui'mian'man
去南图 qu'na'tu
众生诀 zhong'sheng'jue
仙千斤 xian'qian'jin
骑行服 qi'xing'fu
复调法 fu'diao'fa
果报土 guo'bao'tu
上青岛 shang'qing'dao
铁浴法 tie'yu'fa
副长石 pi'chang'shi
下横沥 xia'heng'li
谦虚了 qian'xu'le
百草山 bai'cao'shan
银项坠 yin'xiang'zhui
上高了 shang'gao'liao
逆命轮 ni'ming'lun
莱弗提 lai'fu'di
横山操 heng'shan'cao
似不许 shi'bu'xu
自助器 zi'zhu'qi
才买呢 cai'mai'ni
贩奴船 fan'nu'chuan
鬼头街 gui'tou'jie
悄一笑 qiao'yi'xiao
描图员 miao'tu'yun
一百间 yi'bai'jian
氧化度 yang'hua'duo
大黄风 dai'huang'feng
且领取 qie'ling'qu
这三种 zhe'san'chong
去逛街 qu'guang'jie
梧桐寨 wu'tong'zhai
三百年 san'bai'nian
鄯善县 shan'shan'xian
洋电坑 yang'dian'keng
佐丹奴 zuo'dan'nu
探矿草 tan'kuang'cao
自由舞 zi'you'wu
四宝丹 si'bao'dan
刀片数 dao'pian'shu
么话呢 yao'hua'ni
大碧山 dai'bi'shan
神秘汤 shen'mi'tang
恶弥勒 e'mi'le
采味坊 cai'wei'fang
开源号 kai'yuan'hao
绵羊包 mian'yang'bao
删不了 shan'bu'liao
便揽断 bian'lan'duan
你周是 ni'zhou'shi
母与女 mu'yu'nv
碎玉杯 sui'yu'bei
思菲儿 sai'fei'er
表面线 biao'mian'xian
聊天区 liao'tian'qu
八虎山 ba'hu'shan
渡槽边 du'cao'bian
合时楼 he'shi'lou
迷信犯 mi'xin'fan
一群羊 yi'qun'xiang
细新屋 xi'xin'wu
微机箱 wei'ji'xiang
结合自 jie'he'zi
苦乐计 ku'le'ji
丸都山 wan'du'shan
丘穆公 qiu'mu'gong
未捉到 wei'zhuo'dao
地耳草 di'er'cao
掘墓怪 jue'mu'guai
心不定 xin'bu'ding
佛显帽 bo'xian'mao
岩理学 yan'li'xue
呼便了 hu'pian'le
且尊前 qu'zun'qian
原红社 yuan'hong'she
锦州来 jin'zhou'lai
摘青梅 zhai'qing'mei
钻石块 zuan'shi'kuai
铁矿局 tie'kuang'ju
这么罗 zhe'me'luo
响铃豆 xiang'ling'dou
立瓜锤 li'gua'chui
嬉皮氏 xi'pi'shi
长山堡 chang'shan'bu
瓦子庙 wa'zi'miao
正格的 zheng'ge'di
复粮洲 fu'liang'zhou
香凝路 xiang'ning'lu
魔皇草 mo'huang'cao
差宿舍 cha'su'she
京门关 jing'men'guan
的厦门 de'xia'men
组尔敦 zu'er'dui
感动日 gan'dong'ri
几里路 ji'li'lu
敦达里 dui'da'li
不惧怕 bu'ju'pa
上小房 shang'xiao'fang
辐散流 fu'san'liu
摘月轩 zhai'yue'xuan
港西湾 gang'xi'wan
泊秦准 bo'qin'zhun
潮香阁 chao'xiang'ge
女生啊 nv'sheng'a
横过山 heng'guo'shan
殿臣峪 dian'chen'yu
四件柜 si'jian'ju
学校张 xue'xiao'zhang
走五环 zou'wu'huan
仙神鹰 xian'shen'ying
前网期 qian'wang'ji
绿疲蛇 lv'pi'yi
悄悄路 qiao'qiao'lu
火烧个 huo'shao'ge
三纹象 san'wen'xiang
的里卡 de'li'qia
一根松 yi'gen'song
老围子 lao'wei'zi
惨绿色 can'lv'se
忙么来 mang'me'lai
大东口 da'dong'kou
岩相图 yan'xiang'tu
拉画笔 la'hua'bi
细腰宫 xi'yao'gong
美佳乐 mei'jia'le
为民路 wei'min'lu
老叉说 lao'cha'shui
河西材 he'xi'cai
大册子 da'ce'zi
野鸡尾 ye'ji'wei
太康剑 tai'kang'jian
生发片 sheng'fa'pian
快回来 kuai'hui'lai
看梨花 kan'li'hua
飞膝踢 fei'xi'ti
圣地雅 sheng'di'ya
指状的 zhi'zhuang'de
城阳住 cheng'yang'zhu
留次位 liu'ci'wei
真落实 zhen'luo'shi
香味堂 xiang'wei'tang
配点药 pei'dian'yao
耐适康 nai'shi'kang
端垫片 duan'dian'pian
栖真院 qi'zhen'yuan
晚点去 wan'dian'qu
外蛇管 wai'she'guan
界首里 jie'shou'li
月份牌 yue'fen'pai
狐媚儿 hu'mei'er
一粒扣 yi'li'kou
化金莲 hua'jin'lian
一排杀 yi'pai'sha
木版画 mu'ban'hua
生一计 sheng'yi'ji
南河碾 nan'he'nian
布隆格 bu'long'ge
弄无迹 long'wu'ji
西非语 xi'fei'yu
南门那 nan'men'na
这班车 zhei'ban'che
西胡节 xi'hu'jie
新一里 xin'yi'li
菜木香 cai'mu'xiang
漆原凌 qi'yuan'ling
威璇阁 wei'xuan'ge
验证机 yan'zheng'ji
心心鱼 xin'xin'yu
下鹤山 xia'he'shan
来洪泽 lai'hong'ze
下吉告 xia'ji'gu
祥合坊 xiang'ge'fang
太阳裤 tai'yang'ku
排头上 pai'tou'shang
震庐戒 zhen'lu'jie
慈立囊 ci'li'nang
远摄镜 yuan'she'jing
力能学 li'neng'xue
贵宾阁 gui'bin'ge
戏江南 xi'jiang'nan
但独对 dan'du'dui
我对特 wo'dui'te
玉洁桥 yu'jie'qiao
秀城路 xiu'cheng'lu
无人爱 wu'ren'ai
大公街 da'gong'jie
卖油岭 mai'you'ling
布鲁教 bu'lu'jiao
主密封 zhu'mi'feng
第三层 di'san'ceng
然君成 ran'jun'cheng
么下班 yao'xia'ban
浃社路 jia'she'lu
过轻寒 guo'qing'han
鸭子圈 ya'zi'quan
收缩头 shou'suo'tou
喷霞虫 pen'xia'chong
竹岐头 zhu'qi'tou
黑色镐 he'se'gao
杉木塘 sha'mu'tang
无心非 wu'xin'fei
新朝阳 xin'chao'yang
试飞型 shi'fei'xing
哀其了 ai'qi'le
老储家 lao'chu'jia
大保镖 tai'bao'biao
透骨汤 tou'gu'tang
收缩说 shou'suo'shui
清暑汤 qing'shu'tang
尼亚提 ni'ya'ti
叠层石 die'ceng'shi
禅龙寺 shan'long'si
贴一个 tie'yi'ge
你们内 ni'men'na
坎离丸 kan'li'wan
画不就 hua'bu'jiu
落船山 luo'chuan'shan
侠客匕 xia'ke'bi
小盾壳 xiao'dun'ke
惊喜接 jing'xi'jie
书呆子 shu'dai'zi
他联系 ta'lian'xi
碳氢比 tan'qing'bi
到大庆 dao'da'qing
弄艳冶 nong'yan'ye
外充公 wai'chong'gong
生活的 sheng'huo'de
圣淘湾 sheng'tao'wan
激励器 ji'li'qi
长乐街 chang'le'jie
野火饭 ye'huo'fan
大陡门 da'dou'men
当店王 dang'dian'wang
无人续 wu'ren'xu
期待着 qi'dai'zhe
奔云飙 ben'yun'biao
到陕北 dao'shan'bei
铺屋面 pu'wu'mian
半屈位 ban'qu'wei
著帐局 zhu'zhang'ju
着拉就 zhe'la'jiu
报复之 bao'fu'zhi
口后片 kou'hou'pian
他来句 ta'lai'ju
食堂冲 shi'tang'chong
垃圾房 la'ji'fang
佛传图 bo'chuan'tu
黑白长 hei'bai'chang
星月轩 xing'yue'xuan
物质论 wu'zhi'lun
大转山 tai'zhuan'shan
茜施尔 qian'shi'er
跳水池 tiao'shui'chi
老婆不 lao'po'bu
合议制 he'yi'zhi
番马图 pan'ma'tu
大栏杆 da'lan'gan
仙道画 xian'dao'hua
南原熊 nan'yuan'xiong
下福州 xia'fu'zhou
下东坑 xia'dong'keng
俩府后 lia'fu'hou
峰峰了 feng'feng'le
绅士帽 shen'shi'mao
鼠控制 shu'kong'zhi
心河湾 xin'he'wan
五斗橱 wu'dou'chu
鲤渊修 li'yuan'xiu
吐槽版 tu'cao'ban
上马台 shang'ma'tai
搞大事 gao'da'shi
设备费 she'bei'fei
新兵营 xin'bing'ying
掉的狂 diao'de'kuang
下堂子 xia'tang'zi
并试映 bing'shi'ying
改代码 gai'dai'ma
偏提取 pian'ti'qu
不好些 bu'hao'suo
头年的 tou'nian'di
四种贪 si'zhong'tan
留和路 liu'he'lu
不有呢 bu'you'ne
五号区 wu'hao'qu
下拉秀 xia'la'xiu
岗下魏 gang'xia'wei
玉成园 yu'cheng'yuan
折骨器 zhe'gu'qi
盘梗霉 pan'geng'mei
装货的 zhuang'huo'de
银翁玉 yin'weng'yu
着朗格 zhe'lang'ge
珍宝岛 zhen'bao'dao
奎宁片 kui'ning'pian
僧如乾 seng'ru'qian
大山埔 da'shan'pu
隔膜法 ge'mo'fa
硕丰源 shuo'feng'yuan
格状的 ge'zhuang'di
秘密教 mi'mi'jiao
咱一天 za'yi'tian
环渤海 huan'bo'hai
促花王 cu'hua'wang
献刘济 xian'liu'ji
葡萄串 pu'tao'chuan
老鳖精 lao'bie'jing
饭颗山 fan'ke'shan
小屯堡 xiao'tun'pu
报木林 bao'mu'lin
鬼显石 gui'xian'dan
板蓝根 ban'lan'gen
鸟巢的 niao'chao'de
丹东街 dan'dong'jie
南瑶宫 na'yao'gong
中间级 zhong'jian'ji
立何愿 li'he'yuan
去查查 qu'cha'cha
南国路 nan'guo'lu
两心同 liang'xin'tong
峨参叶 e'shen'xie
恶影人 e'ying'ren
这水晶 zhe'shui'jing
风采里 feng'cai'li
桥渡安 qiao'du'an
断裂角 duan'lie'jiao
十八平 shi'ba'ping
咳咳咳 ke'ke'ke
杯加杯 bei'jia'bei
北京这 bei'jing'zhe
绿美苑 lu'mei'yuan
层层高 ceng'ceng'gao
怎么洒 zen'me'xi
转弯冲 zhuan'wan'chong
分子膜 fen'zi'mo
上山家 shang'shan'jia
阿木郎 a'mu'lang
望津阁 wang'jin'ge
森美浪 sen'mei'lang
合金锭 he'jin'ding
啊有卖 a'you'mai
升本不 sheng'ben'bu
思菊缘 si'ju'yuan
兰勃素 lan'bo'su
西湖杯 xi'hu'bei
赛力穆 sai'li'mu
派不是 pai'bu'shi
破箱人 po'xiang'ren
去唐县 qu'tang'xian
西马克 xi'ma'ke
招健升 zhao'jian'sheng
是几度 shi'ji'du
原脑皮 yuan'nao'pi
原料灯 yuan'liao'deng
天成祥 tian'cheng'xiang
美穗草 mei'sui'cao
刚掌波 gang'zhang'bo
新隆嘉 xin'long'jia
大坡树 da'po'shu
翰林第 han'lin'di
毒草祸 du'cao'huo
火水油 huo'shui'you
香益路 xiang'yi'lu
内宿食 na'su'yi
好到了 hao'dao'liao
怡合苑 yi'ge'yuan
行动卡 xing'dong'ka
新思雅 xin'si'ya
杀了去 sha'le'qu
去看海 qu'kan'hai
鳞毛蕨 lin'mao'jue
尖扎县 jian'zha'xian
炎老酒 yan'lao'jiu
送王卿 song'wang'qing
尿毒灵 niao'du'ling
委卖价 wei'mai'jia
大科星 dai'ke'xing
撕囊术 si'nang'shu
六泵站 lu'beng'zhan
送友封 song'you'feng
财政学 cai'zheng'xue
真景象 zhen'jing'xiang
着粉盘 zhuo'fen'pan
太阳日 tai'yang'ri
老母架 lao'mu'jia
四方滩 si'fang'tan
徽章学 hui'zhang'xue
他么昂 ta'me'ang
打金队 da'jin'dui
葱白饮 cong'bai'yin
好能哥 hao'neng'ge
揭秘率 jie'mi'shuai
大斜梁 da'xie'liang
卧羊湾 wo'yang'wan
柠鸡儿 ning'ji'er
珍品行 zhen'pin'hang
会仙山 hui'xian'shan
正斜丸 zheng'xie'wan
领航龙 ling'hang'long
拿不来 na'bu'lai
绒圣尔 rong'sheng'er
败坏人 bai'huai'ren
多美了 duo'mei'le
定何时 ding'he'shi
保护板 bao'hu'ban
带不带 dai'bu'dai
短半径 duan'ban'jing
魔法门 mo'fa'men
吊颈岭 diao'jing'ling
春官正 chun'guan'zheng
到头鬼 dao'tou'gui
下黄坊 xia'huang'fang
写诗吗 xie'shi'ma
喝汤药 he'tang'yao
走马膏 zou'ma'gao
囊死给 nang'si'gei
上道地 shang'dao'di
吾拉木 wu'la'mu
设设设 she'she'she
轩美诗 xuan'mei'shi
才有味 cai'you'wei
大麦行 da'mai'xing
动过么 dong'guo'mo
老钢材 lao'gang'cai
耐死人 nai'si'ren
邪小晓 ya'xiao'xiao
他克莫 ta'ke'mo
麦哲伦 mai'zhe'lun
贪七贵 tan'qi'gui
八匹马 ba'pi'ma
铁西瓜 tie'xi'gua
亲合势 qing'he'shi
修青强 xiu'qing'qiang
熬夜的 ao'ye'di
愿为予 yuan'wei'yu
交换区 jiao'huan'qu
船明玉 chuan'ming'yu
还又爱 huan'you'ai
洞庭港 dong'ting'jiang
可远呢 ke'yuan'ne
前翅突 qian'chi'tu
知语山 zhi'yu'shan
学校头 xue'xiao'tou
下坡地 xia'po'de
战士面 zhan'shi'mian
第四题 di'si'ti
测试赛 ce'shi'sai
鸡心顶 ji'xin'ding
净系讲 jing'ji'jiang
独树根 du'shu'gen
火族语 huo'zu'yu
县烟草 xian'yan'cao
两仪鞭 liang'yi'bian
四王府 si'wang'fu
灵羊骨 ling'yang'gu
赤豆汤 chi'dou'shang
老树苗 lao'shu'miao
洛克人 luo'ke'ren
么多大 ma'duo'da
你神大 ni'shen'dai
达摩衣 da'mo'yi
信山阴 xin'shan'yin
圈于家 juan'yu'jia
清早饭 qing'zao'fan
善与恶 shan'yu'wu
幻破阵 huan'po'zhen
豆渣塘 dou'zha'tang
铅釉陶 qian'you'tao
百年内 bai'nian'nei
将个儿 jiang'ge'er
尾水头 wei'shui'tou
泰提斯 tai'ti'si
异常价 yi'chang'jia
小长城 xiao'chang'cheng
最清楚 zui'qing'chu
绕芳丛 rao'fang'cong
清洗器 qing'xi'qi
去舒兰 qu'shu'lan
南玛都 na'ma'dou
大头港 da'tou'gang
落石阵 luo'shi'zhen
种菊吟 zhong'ju'yin
神奇马 shen'qi'ma
系边咖 xi'bian'ga
大金行 da'jin'xing
失效比 shi'xiao'bi
中科路 zhong'ke'lu
旧同事 jiu'tong'shi
信玉堂 xin'yu'tang
大叶章 da'ye'zhang
把咱帮 ba'zan'bang
在长钢 zai'chang'gang
自变数 zi'bian'shu
重毛皮 zhong'mao'pi
检测棒 jian'ce'bang
怎这样 zen'zhe'yang
为中国 wei'zhong'guo
泊桑比 po'sang'bi
品尚网 pin'shang'wang
雪隐帽 xue'yin'mao
呢些事 ni'xie'shi
小济公 xiao'ji'gong
长地边 zhang'di'bian
镇静的 zhen'jing'de
上坑尾 shang'keng'yi
最彼女 zui'bi'nv
回甲节 hui'jia'jie
巨野啊 ju'ye'a
扎西拉 zha'xi'la
玛特玛 ma'te'ma
园和岭 yuan'he'ling
软红路 ruan'gong'lu
感叹词 gan'tan'ci
老马店 lao'ma'dian
电通量 dian'tong'liang
赶场山 gan'chang'shan
老婆啊 lao'po'a
愿从兹 yuan'cong'zi
书边事 shu'bian'shi
了的没 liao'de'mo
跳舞裤 tiao'wu'ku
然郑亡 ran'zheng'wang
北宁市 bei'ning'shi
树尧下 shu'yao'xia
料石坡 liao'shi'po
二学位 er'xue'wei
还高的 hai'gao'de
竹壳茶 zhu'qiao'cha
西塔了 xi'ta'liao
走场了 zou'chang'liao
悬崖哥 xuan'ya'ge
倒车宝 dao'che'bao
豆坨子 dou'tuo'zi
无座票 wu'zuo'piao
做边行 zuo'bian'hang
自由点 zi'you'dian
给嫩爸 gei'nen'ba
芦花河 lu'hua'he
装料台 zhuang'liao'tai
挥发器 hui'fa'qi
血魔人 xue'mo'ren
北冥鞋 bei'ming'xie
静和轩 jing'huo'xuan
前半体 qian'ban'ti
多格美 duo'ge'mei
到市桥 dao'shi'qiao
脑公山 nao'gong'shan
黑木武 hei'mu'wu
青菜坑 qing'cai'keng
晨泻散 chen'xie'san
朋友数 peng'you'shu
区大相 qu'tai'xiang
精钢链 jing'gang'lian
葫芦克 hu'lu'ke
吐合提 tu'he'di
灰口铁 hui'kou'tie
湘军志 xiang'jun'zhi
上墙缝 shang'qiang'feng
新长福 xin'chang'fu
飞石岭 fei'shi'ling
呢个词 ne'ge'ci
大画家 tai'hua'jia
骑汗漫 qi'han'man
群标记 qun'biao'ji
提付单 ti'fu'chan
帝湖湾 di'hu'wan
小商人 xiao'shang'ren
二糊糊 er'hu'hu
这方面 zhe'fang'mian
烤串呢 kao'chuan'ni
为阳谷 wei'yang'gu
大占坡 da'zhan'po
动殖科 dong'shi'ke
快点把 kuai'dian'ba
浮云事 fu'yun'shi
翠参差 cui'cen'ci
大梅塘 da'mei'tang
奥皮斯 ao'pi'si
西一头 xi'yi'tou
青地牧 qing'di'mu
惊心目 jing'xin'mu
涵江区 han'jiang'ou
才乾旱 cai'qian'han
问我着 wen'wo'zhe
验收数 yan'shou'shu
异香软 yi'xiang'ruan
涵渊门 han'yuan'men
编辑权 bian'ji'quan
不可称 bu'ke'cheng
流山市 liu'shan'shi
你爬开 ni'pa'kai
酒清醇 jiu'qing'chun
说去还 shui'qu'huan
大佬七 da'lao'qi
昨前天 zuo'qian'tian
耗电量 hao'dian'liang
体统军 ti'tong'jun
中沸石 zhong'fei'shi
甜心儿 tian'xin'er
在轻工 zai'qing'gong
晓得接 xiao'de'jie
嫩阿姨 nen'a'yi
天澜泉 tian'lan'quan
在古浪 zai'gu'lang
早点给 zao'dian'ji
会选择 hui'xuan'ze
大兜路 tai'dou'lu
且休辞 ju'xiu'ci
你泸州 ni'lu'zhou
小浴河 xiao'yu'he
下满滩 xia'man'tan
西梁后 xi'liang'hou
先锋派 xian'feng'pai
美利道 mei'li'dao
斜靠模 xie'kao'mo
呢我带 ni'wo'dai
组中值 zu'zhong'zhi
我看撒 wo'kan'sa
负图寺 fu'tu'si
光子炮 guang'zi'pao
教具包 jiao'ju'bao
飞溅率 fei'jian'lv
还久着 hai'jiu'zhao
填充面 tian'chong'mian
社坛桥 she'tan'qiao
胖妈妈 pan'ma'ma
给美女 ji'mei'nv
下龙舞 xia'long'wu
蛮洞子 man'dong'zi
自然观 zi'ran'guan
斜面坡 xie'mian'po
倩松风 qian'song'feng
先锋冲 xian'feng'chong
镇雄吧 zhen'xiong'ba
清晓角 qing'xiao'jue
热胶合 re'jiao'he
电压就 dian'ya'jiu
火儿旺 huo'er'wang
为了我 wei'le'wo
长邪裤 zhang'ya'ku
北围城 bei'wei'cheng
装卸工 zhuang'xie'gong
回春路 hui'chun'lu
五邪汤 wu'ya'shang
闲湖城 xian'hu'cheng
无压力 wu'ya'li
羽战牌 yu'zhan'pai
浆液囊 jiang'ye'nang
八衣绒 ba'yi'rong
亭子边 ting'zi'bian
普慈寺 pu'ci'si
弄南城 long'nan'cheng
稻穗信 dao'sui'xin
禧福堂 xi'fu'tang
制草乌 zhi'cao'wu
大头笔 da'tou'bi
傻庚庚 sha'geng'geng
收见没 shou'jian'mei
精神盲 jing'shen'mang
暗寻思 an'xun'si
黑家堡 hei'jia'pu
立安散 li'an'san
与和同 yu'he'tong
斜角规 xie'jiao'gui
小杨志 xiao'yang'zhi
不要我 bu'yao'wo
新米黄 xin'mi'huang
