触丝 chu'si
旧宝塔 jiu'bao'ta
西刘营 xi'liu'ying
新邦和 xin'bang'he
大道埔 da'dao'bu
去去斑 qu'qu'ban
大连二 da'lian'er
一把树 yi'ba'shu
小吃死 xiao'chi'si
静妹儿 jing'mei'er
三百石 san'bai'shi
外面子 wai'mian'zi
看兰州 kan'lan'zhou
策粟壳 ce'su'qiao
北面台 bei'mian'tai
泽四美 ze'si'mei
斯伯润 si'ba'run
西庇阿 xi'bi'e
腹上区 fu'shang'ou
食饭了 shi'fan'liao
收缩孔 shou'suo'kong
侨明路 qiao'ming'lu
莲花桥 lian'hua'qiao
民兵路 min'bing'lu
六房头 liu'fang'tou
小怪猫 xiao'guai'mao
大奏鼓 tai'zou'gu
老火啦 lao'huo'la
新庄尔 xin'zhuang'er
希伯年 xi'bo'nian
聚餐楼 ju'can'lou
追云甲 zhui'yun'jia
他克林 ta'ke'lin
七里垫 qi'li'dian
提菜器 di'cai'qi
威都阁 wei'dou'ge
小兰月 xiao'lan'yue
斥候女 chi'hou'ru
尖子木 jian'zi'mu
难过来 nan'guo'lai
科加寺 ke'jia'si
大道观 da'dao'guan
照准标 zhao'zhun'biao
台阁路 tai'ge'lu
百花膏 bai'hua'gao
放霉素 fang'mei'su
寻仙剑 xun'xian'jian
皖苏桥 wan'su'qiao
百露箱 bai'lu'xiang
泗洪吗 si'hong'ma
弄枯骨 nong'ku'gu
回济钢 hui'ji'gang
不费吧 bu'fei'ba
估客乐 gu'ke'yue
火车轮 huo'che'lun
碧翠园 bi'cui'yuan
运垛机 yun'duo'ji
雨儿龙 yu'er'long
小团圆 xiao'tuan'yuan
截泻汤 jie'xie'shang
阿拜克 a'bai'ke
嘎刹糕 ga'sha'gao
保安院 bao'an'yuan
欢死了 huan'si'le
废墟谷 fei'xu'gu
收展部 shou'zhan'bu
小李妹 xiao'li'mei
新首尔 xin'shou'er
牙病学 ya'bing'xue
醋香附 cu'xiang'fu
吸引管 xi'yin'guan
回连江 hui'lian'jiang
长安堂 chang'an'tang
六一二 liu'yi'er
光抽运 guang'chou'yun
拜兴图 bai'xing'tu
无极甲 wu'ji'jia
忙不那 mang'bu'nei
意思啊 yi'si'a
多少级 duo'shao'ji
雕狼莫 diao'lang'mo
香水岸 xiang'shui'an
接受体 jie'shou'ti
庚娘传 geng'niang'chuan
藏花酸 zang'hua'suan
条缝筛 tiao'feng'shai
极道门 ji'dao'men
魄林台 po'lin'tai
坏无限 pei'wu'xian
大汤锅 da'tang'guo
人世有 ren'shi'you
堡七线 bao'qi'xian
约精丸 yao'jing'wan
银嘴雀 yin'zui'que
禁婚亲 jin'hun'qing
组合学 zu'he'xue
枢纽局 shu'niu'ju
小鸡没 xiao'ji'mei
鸿新苑 hong'xin'yuan
客家菜 ke'jia'cai
提包装 ti'bao'zhuang
玛莉莲 ma'li'lian
铁骨草 tie'gu'cao
采油队 cai'you'dui
垛楼子 duo'lou'zi
大浮桥 da'fu'qiao
像像的 xiang'xiang'de
小膜液 xiao'mo'ye
北小征 bei'xiao'zheng
设备系 she'bei'ji
泣鬼刀 qi'gui'dao
宝批龙 bao'pi'long
说了了 shuo'le'liao
吸接头 xi'jie'tou
两一盘 liang'yi'pan
知鱼桥 zhi'yu'qiao
光荣街 guang'rong'jie
四合福 si'he'fu
给想过 ji'xiang'guo
在海兴 zai'hai'xing
百灵寺 bai'ling'si
我就绿 wo'jiu'lv
低含量 di'han'liang
岂兄尧 qi'xiong'yao
真叫我 zhen'jiao'wo
烦人么 fan'ren'ma
傻姑娘 sha'gu'niang
三其西 san'ji'xi
星角石 xing'jiao'dan
岭重慎 ling'chong'shen
死一屋 si'yi'wu
撒欢儿 sa'huan'er
帮干忙 bang'gan'mang
稻弄蝶 dao'long'die
久游币 jiu'you'bi
子贡问 zi'gong'wen
宝露露 bao'lu'lu
神表情 shen'biao'qing
纽约梦 niu'yue'meng
斑大蚊 ban'dai'wen
造罪业 zao'zui'ye
中西南 zhong'xi'nan
外贸员 wai'mao'yuan
九宫珠 jiu'gong'zhu
联合收 lian'he'shou
鹰羽扇 ying'yu'shan
则民服 ze'min'fu
道调宫 dao'tiao'gong
火山群 huo'shan'qun
四级房 si'ji'fang
五圣堂 wu'sheng'tang
插语症 cha'yu'zheng
我老表 wo'lao'biao
思越人 sai'yue'ren
大卧龙 dai'wo'long
折多雄 she'duo'xiong
炸笋鸡 zha'sun'ji
串串狗 chuan'chuan'gou
么斯呢 ma'si'ne
婴盗龙 ying'dao'long
散心屋 san'xin'wu
大云头 tai'yun'tou
小泥塘 xiao'ni'tang
刚能了 gang'nai'le
侨乡行 qiao'xiang'xing
密码术 mi'ma'shu
溢神汤 yi'shen'tang
给那吧 ji'na'ba
冈崎汐 gang'qi'xi
稻田屋 dao'tian'wu
西铁局 xi'tie'ju
宝丽隆 bao'li'long
流氓鳄 liu'mang'e
绍兴市 shao'xing'shi
栋主岭 dong'zhu'ling
个跑了 ge'pao'le
潍胶路 wei'jiao'lu
绿准子 lu'zhun'zi
特征位 te'zheng'wei
热毒素 re'du'su
在阜宁 zai'fu'ning
博乐县 bo'le'xian
楼子田 lou'zi'tian
岩石脚 yan'shi'jiao
消核膏 xiao'he'gao
灭虫宁 mie'chong'ning
旗影转 qi'ying'zhuai
在月夜 zai'yue'ye
浪翠园 lang'cui'yuan
噶尔热 ga'er're
西孙楼 xi'sun'lou
丧三年 sang'san'nian
牵车台 qian'che'tai
砍山刀 kan'shan'dao
荡胞煎 dang'bao'jian
地铁见 di'tie'xian
是滴吗 shi'di'ma
拿药去 na'yao'qu
茶芽山 cha'ya'shan
南闸街 na'zha'jie
芒口瓷 mang'kou'ci
西行寺 xi'xing'si
猴家店 hou'jia'dian
纵过道 zong'guo'dao
永乐园 yong'le'yuan
仿真耳 fang'zhen'er
本钢的 ben'gang'de
活动论 huo'dong'lun
扒耳坎 ba'er'kan
抽奖和 chou'jiang'huo
反对党 fan'dui'dang
香溪口 xiang'xi'kou
先锋桥 xian'feng'qiao
玄真洞 xuan'zhen'dong
屋头说 wu'tou'yue
气雾剂 qi'wu'ji
烤金榜 kao'jin'bang
不尔我 bu'er'wo
星利城 xing'li'cheng
还巴适 hai'ba'shi
挨咬了 ai'yao'liao
一番馆 yi'fan'guan
丹妮斯 dan'ni'si
比雅久 bi'ya'jiu
西岭庙 xi'ling'miao
间隔环 jian'ge'huan
好着哩 hao'zhao'li
我道歉 wo'dao'qian
蓉芳里 rong'fang'li
敦义里 dui'yi'li
比高中 bi'gao'zhong
中窑科 zhong'yao'ke
中和轩 zhong'he'xuan
北峭河 bei'qiao'he
佛生日 fo'sheng'ri
悠乐汇 you'yue'hui
点达拉 dian'da'la
历城一 li'cheng'yi
西岭上 xi'ling'shang
泊里莲 po'li'lian
虾虾笑 xia'ha'xiao
八堡南 ba'pu'na
青川犬 qing'chuan'quan
人家坞 ren'jia'wu
子行业 zi'hang'ye
为负数 wei'fu'shu
糊达达 hu'da'da
烂利石 lan'li'shi
饰邪衫 shi'ya'shan
卡勒尔 ka'lei'er
天汇城 tian'hui'cheng
占两人 zhan'liang'ren
友好吧 you'hao'ba
小球馆 xiao'qiu'guan
打上没 da'shang'mei
三相电 san'xiang'dian
加内特 jia'nei'te
她服饰 jie'fu'shi
字伯敬 zi'ba'jing
大守场 dai'shou'chang
天威行 tian'wei'hang
认识他 ren'shi'ta
瞒到我 men'dao'wo
雨山桥 yu'shan'qiao
乳粉状 ru'fen'zhuang
待的呢 dai'de'ne
西毗金 xi'pi'jin
注意重 zhu'yi'zhong
药效学 yao'xiao'xue
大里路 dai'li'lu
长门口 chang'men'kou
鸡骨散 ji'gu'san
湘家荡 xiang'jia'dang
芜青状 wu'qing'zhuang
反正是 fan'zheng'shi
清风谣 qing'feng'yao
五齿剑 wu'chi'jian
策谋略 ce'mou'lue
道不行 dao'bu'xing
急得了 ji'de'liao
你给信 ni'gei'shen
为么额 wei'ma'e
新世嘉 xin'shi'jia
机箱呢 ji'xiang'ne
大田高 da'tian'gao
放不低 fang'bu'di
手刃剑 shou'ren'jian
俺弟弟 an'di'tui
栗香园 li'xiang'yuan
乙支路 yi'zhi'lu
刺眼箭 ci'yan'jian
鹤山区 he'shan'qu
调胃丹 diao'wei'dan
西垒下 xi'lei'xia
旱冰城 han'bing'cheng
不尼玛 fou'ni'ma
河南东 he'nan'dong
雪泥爽 xue'ni'shuang
露斯特 lu'si'te
达特尔 da'te'er
新义口 xin'yi'kou
西岭子 xi'ling'zi
小巴斯 xiao'ba'si
看香头 kan'xiang'tou
记得么 ji'de'yao
二克浅 er'ke'jian
子元素 zi'yuan'su
炮台角 pao'tai'jue
塔湾路 ta'wan'lu
转直发 zhuai'zhi'fa
阿诺索 a'nuo'suo
枪食吃 qiang'yi'chi
找救兵 zhao'jiu'bing
卖桃子 mai'tao'zi
沸江干 fei'jiang'gan
信和站 shen'hu'zhan
十二忠 shi'er'zhong
则只有 ze'zhi'you
十里营 shi'li'ying
吸力表 xi'li'biao
四和园 si'he'yuan
锰细菌 meng'xi'jun
没告我 mei'gao'wo
我歇班 wo'xie'ban
去协和 qu'xie'he
的一派 di'yi'pai
船只能 chuan'zhi'nai
永太平 yong'tai'ping
保定这 bao'ding'zhe
拨轮轴 bo'lun'zhou
抗旱草 kang'han'cao
美曲轻 mei'qu'qing
小窗我 xiao'chuang'wo
银菊花 yin'ju'hua
前山园 qian'shan'yuan
不想写 bu'xiang'xie
小丑皇 xiao'chou'huang
比选人 bi'xuan'ren
小黑瘤 xiao'hei'liu
级白刚 ji'bai'gang
逸龙湾 yi'long'wan
笨笨猴 ben'ben'hou
准单色 zhun'dan'se
血管病 xue'guan'bing
大矿山 da'kuang'shan
新魅力 xin'mei'li
盘龙谷 pan'long'yu
自然系 zi'ran'xi
着撒急 zhao'sa'ji
客来优 ke'lai'you
凝神符 ning'shen'fu
肤康膏 fu'kang'gao
银丝街 yin'si'jie
作词网 zuo'ci'wang
来着没 lai'zhe'mei
大排地 da'pai'de
怪引子 guai'yin'zi
复春丸 fu'chun'wan
鉴别器 jian'bie'qi
大研会 da'yan'hui
体应力 ben'ying'li
予让桥 yu'rang'qiao
抬着混 tai'zhao'hun
小痞棍 xiao'pi'gun
可准备 ke'zhun'bei
大草棚 dai'cao'peng
茶叶街 cha'ye'jie
辅修令 fu'xiu'ling
腐败楼 fu'bai'lou
旧贵族 jiu'gui'zu
佛儿崖 fu'er'ya
乳突的 ru'tu'di
活麻湾 huo'ma'wan
坎皮恩 kan'pi'en
地雷场 di'lei'chang
她同事 ta'tong'shi
亨科兹 heng'ke'zi
琵琶山 pi'pa'shan
风地观 feng'de'guan
在胎动 zai'tai'dong
上店了 shang'dian'liao
昆明灰 kun'ming'hui
破门楼 po'men'lou
十分场 shi'fen'chang
泥孩儿 ni'hai'er
清江引 qing'jiang'yin
前山姚 qian'shan'yao
哭来着 ku'lai'zhe
月光酒 yue'guang'jiu
哀其了 ai'qi'liao
洁身液 jie'shen'ye
忧喜暗 you'xi'an
迎龙居 ying'long'ju
拨取夹 bo'qu'ga
银边翠 yin'bian'cui
浙通服 zhe'tong'fu
阿膜散 e'mo'san
太阳海 tai'yang'hai
活魂丹 huo'hun'dan
青钱汤 qing'qian'shang
护轨器 hu'gui'qi
加曼奇 jia'man'ji
育秀园 yu'xiu'yuan
长征地 chang'zheng'de
入支票 ru'zhi'piao
首如裹 shou'ru'guo
坡塘坡 po'tang'po
岩下周 yan'xia'zhou
拜拜呢 bai'bai'ni
看雨余 kan'yu'yu
在高邑 zai'gao'yi
梦想秀 meng'xiang'xiu
茫茫口 mang'mang'kou
小茶坊 xiao'cha'fang
浙能债 zhe'neng'zhai
嗯么哦 en'me'ou
完了多 wan'liao'duo
太富街 tai'fu'jie
刚停的 gang'ting'di
你杰杰 ni'jie'jie
射佛头 yi'fo'tou
港一区 gang'yi'qu
思西弟 sai'xi'ti
舟为宅 zhou'wei'zhai
浑白线 hun'bai'xian
人安里 ren'an'li
数码街 shu'ma'jie
分配很 fen'pei'hen
负责任 fu'ze'ren
可竟然 ke'jing'ran
神仙寨 shen'xian'zhai
南瑶宫 nan'yao'gong
雪果属 xue'guo'shu
阿南圣 a'nan'sheng
寒亭店 han'ting'dian
缴获了 jiao'huo'liao
徽光路 hui'guang'lu
学海路 xue'hai'lu
冠堡吴 guan'bao'wu
大塘基 da'tang'ji
日本巴 ri'ben'ba
灵老非 ling'lao'fei
遥想处 yao'xiang'chu
铁弗龙 tie'fu'long
与蓬岛 yu'peng'dao
思贝儿 sai'bei'er
大茶院 dai'cha'yuan
立信的 li'xin'de
南荡路 na'dang'lu
老场部 lao'chang'bu
情念的 qing'nian'di
映秋山 ying'qiu'shan
亚金盐 ya'jin'yan
下小街 xia'xiao'jie
我鄙贱 wo'bi'jian
帝影戒 di'ying'jie
大堡梁 da'bao'liang
为何退 wei'he'tui
长这大 zhang'zhei'da
必须去 bi'xu'qu
来安康 lai'an'kang
号路口 hao'lu'kou
桐下湖 tong'xia'hu
北台子 bei'tai'zi
小虫子 xiao'chong'zi
真废物 zhen'fei'wu
脑肥大 nao'fei'da
笑天涯 xiao'tian'ya
走马人 zou'ma'ren
没期啦 mei'ji'la
两富汤 liang'fu'tang
岩村爱 yan'cun'ai
且岁岁 qu'sui'sui
大址坊 dai'zhi'fang
锦华帽 jin'hua'mao
十八峡 shi'ba'xia
么有你 ma'you'ni
还么完 huan'mo'wan
欠命的 qian'ming'de
大逼斗 da'bi'dou
狱神剑 yu'shen'jian
实盘还 shi'pan'huan
震裂带 zhen'lie'dai
开除并 kai'chu'bing
磁透镜 ci'tou'jing
合脂砂 ge'zhi'sha
喝坏呢 ye'pei'ni
在棉城 zai'mian'cheng
旗岭路 qi'ling'lu
心放大 xin'fang'da
河家岩 he'jia'yan
化积散 hua'ji'san
珍妮斯 zhen'ni'si
对湾里 dui'wan'li
冠果草 guan'guo'cao
打马队 da'ma'dui
第一将 di'yi'qiang
建长寺 jian'zhang'si
你系系 ni'xi'xi
上一卡 shang'yi'ka
北坟头 bei'fen'tou
紫珍珠 zi'zhen'zhu
青铜蛙 qing'tong'wa
外成的 wai'cheng'di
婴猴科 ying'hou'ke
要是杀 yao'shi'sha
决战日 jue'zhan'ri
胶冬青 jiao'dong'qing
互素元 hu'su'yuan
雄得起 xiong'de'qi
青椒皮 qing'jiao'pi
茜草属 qian'cao'shu
竹筒香 zhu'tong'xiang
会不会 hui'bu'hui
舞乐图 wu'yue'tu
爬行者 pa'xing'zhe
挂面坊 gua'mian'fang
来霸州 lai'ba'zhou
冰雪圈 bing'xue'quan
依归地 yi'gui'di
新惠街 xin'hui'jie
模拟二 mo'ni'er
传印机 chuan'yin'ji
野跳儿 ye'tao'er
十六行 shi'liu'xing
校本部 xiao'ben'bu
蝶弄足 die'nong'zu
一宫樱 yi'gong'ying
赠禅者 zeng'chan'zhe
么劲来 me'jing'lai
炉门垛 lu'men'duo
我先和 wo'xian'he
妥坝县 tuo'ba'xuan
重潜水 chong'qian'shui
狗肚子 gou'du'zi
四方塔 si'fang'ta
释明光 shi'ming'guang
最优解 zui'you'xie
给开封 ji'kai'feng
塑木术 su'mu'zhu
揭家洲 qi'jia'zhou
中龙潭 zhong'long'tan
磁共振 ci'gong'zhen
七部落 qi'bu'la
截面线 jie'mian'xian
三里亭 san'li'ting
南边儿 nan'bian'er
兴业桥 xing'ye'qiao
吾语汝 yu'yu'ru
洗勒太 xi'le'tai
新房地 xin'fang'di
京泰楼 jing'tai'lou
大卫营 da'wei'ying
她吓了 jie'xia'le
长药花 chang'yao'hua
骤夜声 zhou'ye'sheng
迎天仗 ying'tian'zhang
隔滦河 ge'luan'he
桥头碳 qiao'tou'tan
湘粤湾 xiang'yue'wan
不落山 bu'luo'shan
火宴山 huo'yan'shan
也冒说 ye'mao'yue
些啥子 suo'sha'zi
儒林道 ru'lin'dao
不忙多 bu'mang'duo
构装体 gou'zhuang'ti
变颜术 bian'yan'shu
要家岭 yao'jia'ling
筷子顶 kuai'zi'ding
狗推磨 gou'tui'mo
打我搞 da'wo'gao
跑师门 pao'shi'men
十三丁 shi'san'zheng
锦绣林 jin'xiu'lin
生活缘 sheng'huo'yuan
尿不湿 niao'bu'shi
他丢句 ta'diu'ju
栖心谷 xi'xin'yu
九十匹 jiu'shi'pi
炮专打 pao'zhuan'da
不迷信 bu'mi'xin
鲜湘记 xian'xiang'ji
剪刀高 jian'dao'gao
旁山洋 bang'shan'yang
我车满 wo'ju'man
紫云路 zi'yun'lu
尖刺臂 jian'ci'bei
角舌骨 jue'she'gu
太肥沃 tai'fei'wo
芦勒路 lu'lei'lu
再次从 zai'ci'cong
电子眼 dian'zi'yan
四方景 si'fang'ying
奉化了 feng'hua'le
长海鲜 chang'hai'xian
离石人 li'shi'ren
捷克造 jie'ke'zao
澳特斯 ao'te'si
点儿背 dian'er'bei
三通度 san'tong'du
猪脂汤 zhu'zhi'tang
重解石 chong'jie'dan
耐贮藏 nai'zhu'cang
字醇甫 zi'chun'fu
西环南 xi'huan'nan
临民处 lin'min'chu
雪儿红 xue'er'gong
炸弹钩 zha'dan'gou
登奥登 deng'yu'deng
塔节石 ta'jie'dan
老洞岩 lao'dong'yan
还妈妈 huan'ma'ma
寒冰指 han'bing'zhi
赠汤巾 zeng'tang'jin
肺痹汤 fei'bi'tang
以前还 yi'qian'hai
瑶山里 yao'shan'li
大转弯 tai'zhuan'wan
我们的 wo'men'de
奴多姿 nu'duo'zi
五郁汤 wu'yu'tang
服套袖 fu'tao'xiu
发我撒 fa'wo'sa
多前充 duo'qian'chong
秘云腾 bi'yun'teng
小白说 xiao'bai'shuo
的产生 de'chan'sheng
电磁蚊 dian'ci'wen
三号岛 san'hao'dao
泉玉岭 quan'yu'ling
世人疏 shi'ren'shu
至如今 zhi'ru'jin
拘束衣 ju'su'yi
活累死 huo'lei'si
工二连 gong'er'lian
蚕铺日 can'pu'ri
上六科 shang'liu'ke
赤斗士 chi'dou'shi
湖口山 hu'kou'shan
问苍天 wen'cang'tian
在的士 zai'de'shi
当两人 dang'liang'ren
天元石 tian'yuan'dan
刀家岩 dao'jia'yan
么鞋子 ma'xie'zi
胆小的 dan'xiao'di
可选丸 ke'xuan'wan
治国里 zhi'guo'li
炒麻食 chao'ma'yi
厦大吧 xia'da'ba
光子数 guang'zi'shu
刚起走 gang'qi'zou
赤足队 chi'zu'dui
厚浪沱 hou'lang'tuo
插花岭 cha'hua'ling
外形框 wai'xing'kuang
往几回 wang'ji'hui
心心族 xin'xin'zu
也知道 ye'zhi'dao
寒山湖 han'shan'hu
上高街 shang'gao'jie
塞思黑 sai'sai'hei
带周呢 dai'zhou'ne
大温岭 da'wen'ling
北囊鼠 bei'nang'shu
地顶长 di'ding'chang
绿园的 lv'yuan'de
大过细 da'guo'xi
兑泽石 dui'shi'dan
歌新曲 ge'xin'qu
大卤面 tai'lu'mian
人已散 ren'yi'san
大野鸡 da'ye'ji
大没岸 dai'mei'an
大较场 tai'jiao'chang
资源税 zi'yuan'shui
足纳康 zu'na'kang
大魏西 tai'wei'xi
船铺街 chuan'pu'jie
矩不方 ju'bu'fang
钧和里 jun'huo'li
地溜平 di'liu'ping
竹子坎 zhu'zi'kan
自由梦 zi'you'meng
惊抓抓 jing'zhua'zhua
卡木塔 qia'mu'ta
可听见 ke'ting'jian
英君路 ying'jun'lu
嫩大姑 nen'da'gu
半边城 ban'bian'cheng
兰他隆 lan'ta'long
泊鸭步 po'ya'bu
不叠加 bu'die'jia
大坝梁 da'ba'liang
望远的 wang'yuan'di
铁掩心 tie'yan'xin
羌族角 qiang'zu'jiao
六崩池 liu'beng'chi
帕提斯 pa'di'si
鼎食府 ding'shi'fu
没咱么 mo'za'yao
给一哈 ji'yi'ha
八楼子 ba'lou'zi
巨神兵 ju'shen'bing
流动池 liu'dong'chi
大刺头 da'ci'tou
替换法 ti'huan'fa
南温泉 nan'wen'quan
葵奈美 kui'nai'mei
倍氟林 bei'fu'lin
港味道 gang'wei'dao
望秋风 wang'qiu'feng
小高岩 xiao'gao'yan
微咸湖 wei'xian'hu
胖头泡 pan'tou'pao
圆柱域 yuan'zhu'yu
大势至 da'shi'zhi
可得见 ke'de'jian
芦桔叶 lu'jie'xie
无定色 wu'ding'se
幻想裤 huan'xiang'ku
大槽头 tai'cao'tou
个芝麻 ge'zhi'ma
草山坡 cao'shan'po
学士林 xue'shi'lin
给学校 gei'xue'xiao
大振桥 da'zhen'qiao
塞鲁基 sai'lu'ji
门口坑 men'kou'keng
静海人 jing'hai'ren
外半山 wai'ban'shan
门面了 men'mian'le
新洲的 xin'zhou'di
老牛角 lao'niu'jue
火石滩 huo'shi'tan
湖里山 hu'li'shan
付欠款 fu'qian'kuan
不厌坊 bu'yan'fang
这就到 zhe'jiu'dao
五联路 wu'lian'lu
近似数 jin'si'shu
健骨生 jian'gu'sheng
尘封缘 chen'feng'yuan
绿帘岩 lu'lian'yan
西湖滩 xi'hu'tan
分线板 fen'xian'ban
咖啡磨 ka'fei'mo
灵川站 ling'chuan'zhan
哦得了 o'de'le
讨嫌的 tao'xian'di
杂项篇 za'xiang'pian
野拔子 ye'ba'zi
三墩寨 san'dun'zhai
往威海 wang'wei'hai
正交线 zheng'jiao'xian
灭火筒 mie'huo'tong
顶大天 ding'da'tian
破公会 po'gong'hui
二工西 er'gong'xi
诗流向 shi'liu'xiang
知足馆 zhi'zu'guan
三品卿 san'pin'qing
搜食记 sou'si'ji
删角色 shan'jue'se
熔炼剂 rong'lian'ji
卡奥良 ka'ao'liang
降液管 jiang'ye'guan
小墩台 xiao'dun'tai
特必胰 te'bi'yi
庙桥南 miao'qiao'na
恩宁来 en'ning'lai
嘉祥合 jia'xiang'he
肺燥证 fei'zao'zheng
这密意 zhe'mi'yi
土弯弯 tu'wan'wan
桃竹寺 tao'zhu'si
倒栽洞 dao'zai'dong
人情费 ren'qing'fei
新改路 xin'gai'lu
脏完了 zang'wan'le
铜锣石 tong'luo'shi
新邱屋 xin'qiu'wu
提的到 ti'di'dao
角角里 jue'jiao'li
派活儿 pai'huo'er
俺家这 an'jia'zhe
刚忙呢 gang'mang'ni
看今日 kan'jin'ri
梦中酸 meng'zhong'suan
等题材 deng'ti'cai
森深雪 sen'shen'xue
岗头路 gang'tou'lu
去求吧 qu'qiu'ba
胆汁尿 dan'zhi'niao
蛮过细 man'guo'xi
晚狭子 wan'xia'zi
无难佛 wu'nuo'fu
最多可 zui'duo'ke
里何家 li'he'jia
给可以 gei'ke'yi
原皇后 yuan'huang'hou
聚阳车 ju'yang'che
结业式 jie'ye'shi
断肉论 duan'rou'lun
喷雾架 pen'wu'jia
忆曾将 yi'ceng'qiang
停车站 ting'che'zhan
调整中 tiao'zheng'zhong
十房桥 shi'fang'qiao
号门市 hao'men'shi
也好不 ye'hao'fou
绵三路 mian'san'lu
字亚子 zi'ya'zi
征鸿寄 zheng'hong'ji
吐吐舌 tu'tu'she
汴河曲 bian'he'qu
寄不到 ji'bu'dao
九折卡 jiu'zhe'ka
三条湾 san'tiao'wan
太鸡贼 tai'ji'zei
曼达拉 man'da'la
三桂桥 san'gui'qiao
撒意思 sa'yi'si
日阿哥 ri'a'ge
维州路 wei'zhou'lu
乡村坊 xiang'cun'fang
玩的成 wan'de'cheng
抗感冒 kang'gan'mao
队长张 dui'zhang'zhang
百适安 bai'shi'an
希律的 xi'lv'di
溜着玩 liu'zhe'wan
新月寨 xin'yue'zhai
中河寨 zhong'he'zhai
黑水母 hei'shui'mu
淮北那 huai'bei'nei
西北斗 xi'bei'dou
铁毒锈 tie'du'xiu
洗提塔 xian'di'ta
来下来 lai'xia'lai
小山岭 xiao'shan'ling
大片尾 da'pian'yi
当代城 dang'dai'cheng
绿孩子 lv'hai'zi
俺火气 an'huo'qi
光滚的 guang'gun'di
欣之园 xin'zhi'yuan
我找见 wo'zhao'xian
泻青丸 xie'qing'wan
六味鲜 liu'wei'xian
尘面目 chen'mian'mu
喝坏呢 ye'huai'ne
俺儿子 an'er'zi
笋螺科 sun'luo'ke
老婆吧 lao'po'ba
回北川 hui'bei'chuan
迈尔兹 mai'er'ci
来南平 lai'nan'ping
神经丝 shen'jing'si
大路岩 da'lu'yan
在忙么 zai'mang'mo
纳格鲁 na'ge'lu
涯爱汝 ya'ai'ru
系米呢 xi'mi'ne
可不含 ke'bu'han
新岳庙 xin'yue'miao
急水溪 ji'shui'xi
刑劲病 xing'jing'bing
这有名 zhe'you'ming
雪傲天 xue'ao'tian
知母属 zhi'mu'zhu
亚烟煤 ya'yan'mei
资阳县 zi'yang'xuan
系要听 xi'yao'ting
装啥呢 zhuang'sha'ne
北方的 bei'fang'di
过来为 guo'lai'wei
冰灵袍 bing'ling'pao
天线点 tian'xian'dian
妇必舒 fu'bi'shu
象腿碧 xiang'tui'bi
似萍蓬 shi'ping'peng
一大坨 yi'da'tuo
添福来 tian'fu'lai
撒佛来 sa'fu'lai
凑是的 cou'shi'de
太和桥 tai'he'qiao
河北吧 he'bei'ba
名人馆 ming'ren'guan
棉园西 mian'yuan'xi
没对啊 mo'dui'a
雅得利 ya'de'li
小枝光 xiao'zhi'guang
北泗塘 bei'si'tang
肥腾腾 fei'teng'teng
肉足纲 rou'zu'gang
绿秀隆 lv'xiu'long
寄圣俞 ji'sheng'yu
紫云回 zi'yun'hui
毒冠龙 du'guan'long
骡子张 luo'zi'zhang
斗鸡草 dou'ji'cao
大宿亥 dai'su'hai
暗游戏 an'you'xi
卡贝尔 ka'bei'er
频寄问 pin'ji'wen
买夹饼 mai'jia'bing
天府园 tian'fu'yuan
可丽亚 ke'li'ya
黑墨营 hei'mo'ying
靠河林 kao'he'lin
老正兴 lao'zheng'xing
开花树 kai'hua'shu
演教堂 yan'jiao'tang
还去烧 hai'qu'shao
棉花渡 mian'hua'du
仁福里 ren'fu'li
叮当子 ding'dang'zi
代内答 dai'nei'da
汉语桥 han'yu'qiao
四轮香 si'lun'xiang
朋友么 peng'you'me
呢你的 ni'ni'de
洞门边 dong'men'bian
二岔口 er'cha'kou
蹄花虾 ti'hua'xia
饭大厨 fan'da'chu
同心卡 tong'xin'qia
药物罐 yao'wu'guan
格雷泽 ge'lei'ze
作孽来 zuo'nie'lai
赛特统 sai'te'tong
好呀不 hao'ya'bu
爽肤水 shuang'fu'shui
措那巴 cuo'ne'ba
大港桥 da'gang'qiao
门前地 men'qian'de
怕误却 pa'wu'que
准对称 zhun'dui'chen
中心件 zhong'xin'jian
磁湖梦 ci'hu'meng
拉格曼 la'ge'man
新付屋 xin'fu'wu
无敌怪 wu'di'guai
电子谱 dian'zi'pu
邪隐刀 ye'yin'dao
香溢楼 xiang'yi'lou
横石山 heng'shi'shan
大王楠 dai'wang'nan
什么啦 shen'me'la
已挂起 yi'gua'qi
么问你 mo'wen'ni
秀屿港 xiu'yu'gang
共寻梅 gong'xun'mei
说休假 yue'xiu'jia
嘉华里 jia'hua'li
扼虎膏 e'hu'gao
欢喜地 huan'xi'di
但在他 dan'zai'ta
称钩弯 cheng'gou'wan
西越河 xi'yue'he
上边分 shang'bian'fen
胶状癌 jiao'zhuang'ai
感冒欣 gan'mao'xin
的句子 de'ju'zi
恶了藏 e'liao'zang
耳朵垂 er'duo'chui
片儿镐 pian'er'hao
太公主 tai'gong'zhu
原秋叶 yuan'qiu'ye
漏刃戒 lou'ren'jie
吾老七 wu'lao'qi
弄珠英 long'zhu'ying
超级白 chao'ji'bai
汽机室 qi'ji'shi
我不惜 wo'bu'xi
又和你 you'he'ni
的来了 de'lai'le
鞍山的 an'shan'de
苦竹坑 ku'zhu'keng
耀景街 yao'jing'jie
就认得 jiu'ren'dei
这一号 zhe'yi'hao
吊水了 diao'shui'le
多程焊 duo'cheng'han
庆同天 qing'tong'tian
